url_path,views_total,views_unique
/MimBinFikret/TelegramBasic/tree/github-repo-stats/MimBinFikret/TelegramBasic,4,1
/MimBinFikret/TelegramBasic/tree/github-repo-stats/MimBinFikret/TelegramBasic/latest-report,4,1
/MimBinFikret/TelegramBasic,2,1
/MimBinFikret/TelegramBasic/blob/github-repo-stats/MimBinFikret/TelegramBasic/latest-report/report.pdf,2,1
/MimBinFikret/TelegramBasic/tree/github-repo-stats/MimBinFikret,2,1
/MimBinFikret/TelegramBasic/commits,1,1
/MimBinFikret/TelegramBasic/tree/github-repo-stats,1,1
